province_id,province,year,gdp,ln_gdp,gdp_idx,gdp_per_cap,sec_ind_share,urban_rate,pop,pop65,aging_rate,emp_total_10k,emp_urban_unit_10k,private_emp_10k,pub_emp_share,fai_bn,ln_fai_bn,fai_growth_pct,trade_bn_cny,ln_trade_bn_cny,trade_openness,tax_rev_bn,ln_tax_rev_bn,macro_tax_burden,patent_apps,ln_patent_apps,pub_tech_staff,ln_pub_tech_staff,pop_data_source,gov_exp_bn,gdp_bn,broad_tax_burden
5,内蒙古,2018,16252.9,9.696027,104.0,78210384.49,39.37,65.51,20781.0,2047.0,9.8503,,272.4,589.11,,,,-12.3,1034.66,6.941828,6.366,1399.86,7.244128,8.613,3757.0,8.231376,,,survey_1permil,4831.46,16252.905958737161,29.72674555717051
5,内蒙古,2019,17479.4,9.768778,105.3,88530186.39,39.6,66.46,19744.0,2013.0,10.1955,,280.9,619.5,,,,10.4,1097.49,7.000781,6.2788,1539.69,7.339336,8.8086,4889.0,8.494743,,,survey_1permil,5100.91,17479.394342310305,29.182418452868415
5,内蒙古,2020,17623.4,9.776983,105.2,73280.75,39.6,67.48,24049155.0,3138415.0,13.05,1242.0,270.6,,21.7874,,,5.6,1054.2,6.960537,5.9818,1457.76,7.284656,8.2717,5381.0,8.59063,,,census,5270.16,17623.40275950991,29.904327058269864
5,内蒙古,2021,21584.8,9.979745,100.2,84919348.49,45.7,68.21,25418.0,3518.0,13.8406,1218.0,267.7,,21.9787,,,7.2,1235.6,7.119312,5.7244,1671.05,7.421207,7.7418,5998.0,8.699181,,,survey_1permil,5239.57,21584.807721901354,24.274341784771103
5,内蒙古,2022,23795.7,10.07726,106.3,96750152.47,48.5,68.6,24595.0,3613.0,14.69,1190.0,265.5,,22.3109,,,16.2,1506.6,7.317611,6.3314,2134.4,7.665941,8.9697,6676.0,8.806274,,,survey_1permil,5887.7,23795.695929330457,24.742709847552096
5,内蒙古,2023,25020.5,10.127451,104.2,99173570.1,47.5,69.58,25229.0,3899.0,15.4544,1211.0,268.7,,22.1883,,,20.4,1960.0,7.5807,7.8336,2331.22,7.754147,9.3172,8248.0,9.017726,,,survey_1permil,6836.24,25020.50580890974,27.322549161119003
5,内蒙古,2024,26337.0,10.17873,106.55,107156806.9,44.1,70.73,24578.0,3942.0,16.0387,1198.0,284.3,,23.7312,,,8.7,2074.88,7.637659,7.8782,2212.42,7.701842,8.4004,11625.0,9.360913,,,survey_1permil,6916.71,26336.9980617465,26.262332494325776
6,辽宁,2005,,,112.3,,49.4,58.7,558727.0,54583.0,9.7692,1978.6,,534.8,,4200.45,8.342947,,3359.68,8.119601,,675.28,6.515127,,3267.0,8.091627,728761.0,13.499101,survey_1pct,1204.36,,
6,辽宁,2006,8489.3,9.046562,113.05,21639264.87,51.1,58.99,39231.0,4155.0,10.5911,2128.1,,554.82,,5689.64,8.646402,,5753.14,8.657501,67.7693,817.67,6.706459,9.6318,4368.0,8.382061,733177.0,13.505142,survey_1permil,1422.75,8489.301477434581,16.759329419291007
6,辽宁,2007,10422.8,9.251751,114.15,26509652.31,53.1,59.2,39317.0,4181.0,10.6341,2071.26,,610.07,,7435.23,8.913985,,4522.43,8.416805,43.3898,815.67,6.70401,7.8258,5516.0,8.615408,715461.0,13.480682,survey_1permil,1764.28,10422.80007064855,16.927121196235504
6,辽宁,2008,12303.0,9.417598,113.8,31555863.34,55.8,60.05,38988.0,4419.0,11.3343,2098.21,510.8,603.92,24.3446,10019.07,9.212246,,5030.6,8.523295,40.8892,1017.1,6.924711,8.2671,6493.0,8.77848,719044.0,13.485678,survey_1permil,2153.43,12302.994905818794,17.503299127446756
6,辽宁,2009,13003.2,9.472951,113.1,33836946.06,52.0,60.35,38429.0,4419.0,11.4991,2189.96,509.5,703.72,23.2653,12292.49,9.416744,,4299.05,8.366149,33.0615,1183.98,7.076637,9.1053,7125.0,8.871365,607800.0,13.317601,survey_1permil,2682.39,13003.203120782155,20.62868644813303
6,辽宁,2010,14105.8,9.554341,113.65,32244.54,54.1,62.1,43746323.0,4510246.0,10.31,2238.09,518.1,717.28,23.1492,16043.03,9.68303,,5463.81,8.605902,38.7345,1516.65,7.324259,10.752,9884.0,9.198673,636743.0,13.364121,census,3195.82,14105.795213849371,22.656078239830645
6,辽宁,2011,16585.3,9.716272,113.2,44290063.29,54.7,64.05,37447.0,4034.0,10.7726,,579.6,767.0,,17726.29,9.782804,,6202.76,8.73275,37.3991,1974.85,7.588248,11.9072,14658.0,9.592742,672184.0,13.418287,survey_1permil,3905.85,16585.2993390449,23.550072387327354
6,辽宁,2012,18127.6,9.805191,110.85,49500559.79,53.25,65.65,36621.0,3639.0,9.9369,,598.7,806.99,,21836.28,9.991328,,6570.68,8.790373,36.2468,2317.19,7.748111,12.7827,19740.0,9.890402,676610.0,13.42485,survey_1permil,4558.59,18127.601491701833,25.14723198260266
6,辽宁,2013,19534.3,9.879927,109.1,53915983.55,52.7,66.45,36231.0,3701.0,10.215,,689.1,838.41,,25107.66,10.130928,,7089.86,8.866421,36.2944,2521.62,7.832657,12.9087,25292.0,10.138243,676668.0,13.424936,survey_1permil,5197.42,19534.29660636285,26.606640130093346
6,辽宁,2014,20381.5,9.922383,107.25,56246550.39,50.2,67.05,36236.0,4407.0,12.1619,,665.2,927.2,,24730.8,10.115805,,7002.69,8.85405,34.3581,2330.57,7.753868,11.4347,18417.0,9.821029,652207.0,13.388117,survey_1permil,5080.49,20381.501923230633,24.926965731653507
6,辽宁,2015,20657.8,9.935848,105.8,3034079.01,45.49,68.05,680859.0,87595.0,12.8654,,618.4,890.36,,17917.89,9.793555,,,,,1650.45,7.408803,7.9895,19332.0,9.869517,639159.0,13.367909,survey_1pct,4481.61,20657.79481405863,21.69452277137561
6,辽宁,2016,20832.0,9.944246,103.0,56812479.55,38.69,68.87,36668.0,4849.0,13.2241,,560.4,827.42,,6692.25,8.808705,,5711.86,8.6503,27.4187,1687.45,7.430974,8.1003,25561.0,10.148823,620499.0,13.338279,survey_1permil,4577.47,20832.009478389333,21.973252291136706
6,辽宁,2017,22105.4,10.003577,97.5,61456810.03,39.3,69.49,35969.0,5063.0,14.076,,519.5,914.61,,6676.74,8.806385,,6748.92,8.817138,30.5306,1812.42,7.502418,8.199,20500.0,9.92818,657810.0,13.396671,survey_1permil,4879.42,22105.39554465398,22.07343447052704
6,辽宁,2018,24113.5,10.090527,104.2,67461671.89,39.6,70.26,35744.0,5353.0,14.9759,,501.6,970.01,,,,3.2,7557.68,8.93032,31.3421,1976.13,7.588896,8.1951,25476.0,10.145492,,,survey_1permil,5337.72,24113.496898534933,22.135818883756777
6,辽宁,2019,25665.9,10.152919,105.7,75934615.38,38.3,71.21,33800.0,5382.0,15.9231,,499.9,1037.82,,,,-2.7,7259.18,8.890022,28.2834,1929.52,7.565027,7.5178,22592.0,10.025351,,,survey_1permil,5745.09,25665.911765463792,22.38412588845033
6,辽宁,2020,25839.0,10.15964,105.5,60667.17,37.4,72.14,42591407.0,7419423.0,17.42,2231.0,476.8,,21.3716,,,5.4,6569.2,8.790147,25.4236,1879.06,7.538527,7.2722,21830.0,9.99104,,,census,6014.17,25838.9933475621,23.275558451921793
6,辽宁,2021,28471.0,10.256641,100.6,63555595.24,39.43,72.81,44797.0,8424.0,18.8048,2190.0,458.0,,20.9132,,,-5.7,7724.0,8.952088,27.1294,1970.87,7.58623,6.9224,23078.0,10.046635,,,survey_1permil,5879.21,28470.9913349127,20.649825398916086
6,辽宁,2022,29739.7,10.300238,105.8,69178180.97,40.6,73.0,42990.0,8605.0,20.0163,2122.0,443.7,,20.9095,,,-5.0,7900.9,8.974732,26.5668,1664.39,7.417214,5.5965,23080.0,10.046722,,,survey_1permil,6261.43,29739.69605833245,21.054115643006636
6,辽宁,2023,31389.8,10.354238,102.1,71283751.56,38.8,73.51,44035.0,9273.0,21.0582,2091.0,424.5,,20.3013,,,6.1,7667.3,8.94472,24.4261,1871.05,7.534255,5.9607,25496.0,10.146277,,,survey_1permil,6574.78,31389.791262342034,20.945599622026435
6,辽宁,2024,32540.8,10.39025,105.2,76095690.2,35.3,74.18,42763.0,9366.0,21.9021,2074.0,436.5,,21.0463,,,-0.5,7640.38,8.941203,23.4794,1838.69,7.516809,5.6504,27554.0,10.223903,,,survey_1permil,6860.03,32540.801119507072,21.081318726009027
7,吉林,2005,,,112.1,,43.6,52.52,359512.0,27577.0,7.6707,1099.41,,176.93,,1741.09,7.462267,,534.73,6.281762,,207.15,5.333443,,1290.0,7.162397,559747.0,13.23524,survey_1pct,631.12,,
7,吉林,2006,3271.5,8.093004,113.55,12960028.52,44.8,52.97,25243.0,2084.0,8.2558,1250.5,,166.36,,2594.34,7.861087,,1067.88,6.973431,32.6419,245.2,5.502074,7.495,1335.0,7.196687,549781.0,13.217275,survey_1permil,718.36,3271.500411195538,21.95812042516242
7,吉林,2007,4134.7,8.32717,115.55,16494594.49,46.8,53.16,25067.0,2208.0,8.8084,1096.19,,177.11,,3651.36,8.202855,,783.06,6.663209,18.9387,237.39,5.469704,5.7414,1635.0,7.399398,558105.0,13.232302,survey_1permil,883.76,4134.699779061305,21.37422418129325
7,吉林,2008,4905.4,8.498092,116.05,19808593.12,47.7,53.21,24764.0,2260.0,9.1262,1143.51,262.0,215.96,22.9119,5038.92,8.524947,,925.93,6.830799,18.8757,311.07,5.740018,6.3414,1895.0,7.546974,561051.0,13.237567,survey_1permil,1180.12,4905.400401684403,24.05756723946069
7,吉林,2009,5515.3,8.615281,114.8,22651032.9,48.7,53.32,24349.0,2164.0,8.8874,1184.71,265.3,246.04,22.3937,6411.6,8.765864,,802.12,6.687258,14.5435,361.11,5.889183,6.5474,2166.0,7.680637,552889.0,13.222913,survey_1permil,1479.21,5515.29819480424,26.82012735763788
7,吉林,2010,6505.9,8.780465,113.7,23690.3,52.0,53.35,27462297.0,2471607.0,9.0,1248.67,267.6,309.22,21.4308,7870.38,8.970862,,1140.33,7.039073,17.5276,439.31,6.085205,6.7525,2789.0,7.933438,533203.0,13.186657,census,1787.25,6505.901714383772,27.47121119350149
7,吉林,2011,7857.7,8.969249,113.8,33451255.85,53.1,53.4,23490.0,2044.0,8.7016,,277.9,363.72,,7441.71,8.914856,,1424.87,7.261836,18.1334,624.19,6.436455,7.9437,3334.0,8.111928,535262.0,13.190512,survey_1permil,2201.74,7857.698257663077,28.020164783660316
7,吉林,2012,8831.3,9.086058,112.9,38482286.81,53.41,54.54,22949.0,1776.0,7.7389,,285.5,407.07,,9511.54,9.160261,,1550.54,7.346359,17.5573,760.57,6.634068,8.6122,3913.0,8.27206,514732.0,13.151402,survey_1permil,2471.2,8831.304343857202,27.98227649938137
7,吉林,2013,9608.6,9.170414,110.15,42315585.5,52.8,55.74,22707.0,2193.0,9.6578,,338.4,473.14,,9979.26,9.208264,,1599.81,7.37764,16.6498,856.41,6.752749,8.913,4549.0,8.422663,508073.0,13.13838,survey_1permil,2744.81,9608.601827843566,28.566174862675215
7,吉林,2014,10077.0,9.218011,107.4,44362755.89,52.8,56.81,22715.0,2310.0,10.1695,,334.4,512.4,,11339.6,9.336056,,1620.52,7.390502,16.0814,884.4,6.784909,8.7764,5288.0,8.573195,492204.0,13.106649,survey_1permil,2913.25,10077.001226568465,28.909890298704
7,吉林,2015,10162.9,9.226499,106.5,2371677.74,49.82,57.64,428511.0,46769.0,10.9143,,325.1,580.36,,12705.29,9.449774,,,,,867.12,6.765177,8.5322,6154.0,8.724858,479672.0,13.080858,survey_1pct,3217.1,10162.898846764281,31.655338191467656
7,吉林,2016,10603.5,9.268939,106.3,46212682.5,47.41,58.75,22945.0,2490.0,10.852,,322.1,615.15,,13923.2,9.541312,,1217.62,7.104653,11.4832,872.97,6.771901,8.2328,7537.0,8.92758,475490.0,13.072101,survey_1permil,3586.09,10603.495607192273,33.8198848082474
7,吉林,2017,11083.0,9.313168,106.9,49424723.51,46.83,59.71,22424.0,2735.0,12.1968,,307.1,726.86,,13283.89,9.494307,,1254.98,7.134875,11.3235,854.03,6.749966,7.7058,7780.0,8.959312,463984.0,13.047605,survey_1permil,3725.72,11083.00352688099,33.616519122849205
7,吉林,2018,11437.4,9.344644,105.3,51582555.36,42.53,60.85,22173.0,2743.0,12.3709,,279.3,768.11,,,,1.8,1363.1,7.217517,11.9179,891.75,6.793186,7.7968,10530.0,9.261984,,,survey_1permil,3789.59,11437.400384569366,33.13331589853828
7,吉林,2019,11949.4,9.388436,104.5,57067672.76,35.2,61.63,20939.0,2783.0,13.291,,277.3,817.7,,,,-13.1,1302.77,7.172248,10.9024,797.98,6.682084,6.678,11269.0,9.329811,,,survey_1permil,3933.42,11949.395854824228,32.917312705913865
7,吉林,2020,12499.5,9.433444,103.0,51922.34,35.1,62.64,24073453.0,3757866.0,15.61,1261.0,257.8,,20.4441,,,9.5,1282.3,7.156411,10.2588,771.95,6.64892,6.1758,11113.0,9.315871,,,census,4127.17,12499.50096883164,33.018678187964305
7,吉林,2021,13431.1,9.505328,102.4,53386994.2,36.03,63.36,25158.0,4205.0,16.7144,1228.0,254.7,,20.741,,,1.7,1503.8,7.315751,11.1964,809.41,6.696306,6.0264,12680.0,9.447781,,,survey_1permil,3696.84,13431.097416617502,27.52448206820478
7,吉林,2022,13121.4,9.482,106.6,54570180.91,35.4,63.72,24045.0,4269.0,17.7542,1185.0,242.3,,20.4473,,,-5.3,1559.4,7.352056,11.8844,570.63,6.346741,4.3488,15518.0,9.649756,,,survey_1permil,4044.01,13121.403095045584,30.81995096642484
7,吉林,2023,13942.7,9.542711,98.1,56610905.84,33.9,64.73,24629.0,4594.0,18.6528,1170.0,233.9,,19.9915,,,-7.4,1678.8,7.425835,12.0407,699.57,6.550466,5.0175,17576.0,9.77429,,,survey_1permil,4406.85,13942.695081148007,31.606873523028746
7,吉林,2024,14305.0,9.568364,105.3,59991612.5,31.9,65.78,23845.0,4629.0,19.4129,1161.0,240.6,,20.7235,,,-1.8,1764.21,7.475458,12.3328,682.13,6.52522,4.7685,21148.0,9.959301,,,survey_1permil,4672.94,14304.994199549554,32.66649349740487
8,黑龙江,2005,,,111.6,,53.9,53.1,505647.0,38437.0,7.6015,1625.84,,250.84,,1737.27,7.46007,,783.62,6.663924,,318.21,5.762712,,1598.0,7.376508,652998.0,13.389329,survey_1pct,787.79,,
8,黑龙江,2006,5386.1,8.591577,111.85,15170403.33,54.4,53.5,35504.0,2864.0,8.0667,1784.1,,258.76,,2236.0,7.712444,,1349.97,7.207838,25.064,386.84,5.958011,7.1822,1911.0,7.555382,659834.0,13.399744,survey_1permil,968.53,5386.100862565263,17.98202493257272
8,黑龙江,2007,6193.7,8.731288,112.05,17599238.48,52.3,53.9,35193.0,3147.0,8.9421,1659.86,,279.7,,2833.5,7.949268,,1315.23,7.181767,21.235,334.97,5.814041,5.4082,2386.0,7.777374,678135.0,13.427102,survey_1permil,1187.27,6193.700462100641,19.16899287049681
8,黑龙江,2008,7215.1,8.883931,111.9,20799988.47,52.5,55.4,34688.0,3163.0,9.1184,1670.16,475.1,312.67,28.4464,3655.97,8.204117,,1606.44,7.381776,22.265,420.21,6.040755,5.824,3047.0,8.021913,691278.0,13.446297,survey_1permil,1542.3,7215.097610894768,21.376010182746985
8,黑龙江,2009,7315.8,8.897792,111.6,21476001.76,47.3,55.5,34065.0,2951.0,8.6629,1687.47,469.1,331.76,27.799,5028.83,8.522943,,1108.64,7.010889,15.1541,444.31,6.096523,6.0733,3384.0,8.126814,688326.0,13.442018,survey_1permil,1877.74,7315.80240108785,25.666904285451757
8,黑龙江,2010,8434.7,9.040109,112.05,22015.69,50.2,55.66,38312224.0,3199071.0,8.35,1743.39,460.0,393.94,26.3854,6812.56,8.826523,,1727.27,7.454297,20.4781,556.97,6.322511,6.6033,4070.0,8.311398,676844.0,13.425196,census,2253.27,8434.696387807406,26.714298848470303
8,黑龙江,2011,10074.0,9.217713,112.5,30753732.03,50.3,56.49,32757.0,2618.0,7.9922,,466.2,442.62,,7475.38,8.91937,,2488.1,7.819275,24.6982,741.85,6.609147,7.364,5063.0,8.529714,663207.0,13.404842,survey_1permil,2794.08,10073.998727597505,27.735560382250963
8,黑龙江,2012,11171.0,9.321076,111.15,34920287.59,44.1,56.88,31990.0,2827.0,8.8371,,471.0,504.2,,9694.75,9.17934,,2372.89,7.771864,21.2415,837.8,6.730779,7.4998,7068.0,8.863333,637316.0,13.365021,survey_1permil,3171.52,11170.995380001004,28.390666114479362
8,黑龙江,2013,12017.0,9.394078,109.0,37967204.83,41.1,58.04,31651.0,2830.0,8.9413,,467.8,531.33,,11453.08,9.346014,,2407.86,7.786494,20.0371,912.82,6.816539,7.5961,10338.0,9.243582,656112.0,13.394087,survey_1permil,3369.18,12017.004891985911,28.036769813141138
8,黑龙江,2014,12357.1,9.421986,106.8,39065187.15,36.9,59.22,31632.0,2971.0,9.3924,,450.9,472.5,,9829.0,9.193092,,2389.61,7.778885,19.338,977.4,6.884896,7.9096,13468.0,9.508072,654969.0,13.392343,survey_1permil,3434.22,12357.099065178621,27.79147421159206
8,黑龙江,2015,12023.2,9.394593,105.6,2028530.21,31.81,60.47,592705.0,64239.0,10.8383,,433.5,303.37,,10182.95,9.22847,,,,,880.34,6.780308,7.322,14663.0,9.593083,640181.0,13.369506,survey_1pct,4020.66,12023.195243383949,33.44086092432429
8,黑龙江,2016,12280.9,9.4158,105.66,38529522.49,28.6,61.09,31874.0,3805.0,11.9376,,424.9,362.52,,10648.35,9.27316,,1093.84,6.99745,8.9068,827.85,6.718832,6.741,13177.0,9.486228,621962.0,13.340634,survey_1permil,4227.34,12280.893995650378,34.42208687329465
8,黑龙江,2017,12659.5,9.446163,106.1,40509103.71,25.53,61.9,31251.0,3793.0,12.1372,,413.0,402.98,,11291.98,9.331848,,1281.66,7.155911,10.1241,901.91,6.804515,7.1244,10607.0,9.269269,619733.0,13.337044,survey_1permil,4641.08,12659.497462435564,36.66085493339244
8,黑龙江,2018,13205.7,9.488404,106.36,42673366.51,24.64,63.46,30946.0,3780.0,12.2148,,392.7,459.23,,,,-0.3,1749.51,7.467091,13.2481,980.8,6.888369,7.4271,12017.0,9.394078,,,survey_1permil,4676.75,13205.702198093682,35.41462566583635
8,黑龙江,2019,13962.5,9.54413,104.7,47854474.41,26.6,64.62,29177.0,4020.0,13.778,,349.6,539.73,,,,4.1,1866.87,7.532019,13.3706,924.4,6.829145,6.6206,13125.0,9.482274,,,survey_1permil,5011.56,13962.493809343629,35.89301501889505
8,黑龙江,2020,14000.1,9.54682,104.2,43956.24,25.4,65.61,31850088.0,4971799.0,15.61,1473.0,316.4,,21.48,,,1.3,1539.2,7.339018,10.9942,811.92,6.699402,5.7994,13163.0,9.485165,,,census,5449.41,14000.103480018895,38.924069438325645
8,黑龙江,2021,15292.8,9.635137,101.0,46204604.51,26.72,65.69,33098.0,5553.0,16.7774,1420.0,311.2,,21.9155,,,-1.5,1995.0,7.598399,13.0454,870.18,6.7687,5.6901,15018.0,9.617005,,,survey_1permil,5104.81,15292.793754668905,33.38049333491794
8,黑龙江,2022,16359.2,9.702546,106.1,51534778.23,29.2,66.21,31744.0,5657.0,17.8207,1351.0,297.9,,22.0503,,,0.5,2651.5,7.882881,16.208,793.37,6.67629,4.8497,14770.0,9.600353,,,survey_1permil,5451.99,16359.20475716436,33.326742228178006
8,黑龙江,2023,16470.7,9.709338,102.7,51084610.14,27.0,67.11,32242.0,6065.0,18.8109,1319.0,274.6,,20.8188,,,-12.6,2980.1,7.999712,18.0933,859.65,6.756525,5.2193,14726.0,9.59737,,,survey_1permil,5776.44,16470.694667011667,35.07101623084146
8,黑龙江,2024,16478.1,9.709788,102.9,52858471.8,25.2,68.05,31174.0,6051.0,19.4104,1305.0,292.2,,22.3908,,,7.9,3122.05,8.046245,18.9467,871.83,6.770594,5.2908,16248.0,9.695725,,,survey_1permil,6454.54,16478.108147519815,39.170394697109074
9,上海,2005,,,111.1,,48.6,89.09,235351.0,28159.0,11.9647,855.86,,500.09,,3509.66,8.163274,,15264.15,9.633262,,1417.4,7.256579,,10441.0,9.253496,333321.0,12.716861,survey_1pct,1646.26,,
9,上海,2006,10825.4,9.289651,111.55,65509228.44,48.5,88.7,16525.0,2382.0,14.4145,1005.24,,507.97,,3900.04,8.268742,,26975.17,10.202672,249.184,1576.07,7.36269,14.559,12050.0,9.39682,331827.0,12.712369,survey_1permil,1795.57,10825.40537276474,16.586630598771034
9,上海,2007,13179.8,9.486441,113.15,78883169.74,46.6,88.7,16708.0,2381.0,14.2507,876.58,,512.38,,4420.37,8.393979,,21508.21,9.97619,163.1907,1975.48,7.588567,14.9887,15212.0,9.62984,337699.0,12.72991,survey_1permil,2181.68,13179.804831260382,16.55320414779895
9,上海,2008,14877.1,9.607578,112.0,88270440.25,45.5,88.6,16854.0,2198.0,13.0414,896.0,377.2,550.31,42.0982,4823.15,8.481183,,22367.06,10.015345,150.3456,2223.43,7.706806,14.9453,17831.0,9.788694,360340.0,12.794803,survey_1permil,2593.92,14877.094094983258,17.435663063223497
9,上海,2009,16181.4,9.691618,108.95,96237659.09,39.9,88.6,16814.0,2368.0,14.0835,929.24,385.4,589.07,41.4748,5043.75,8.525905,,18970.62,9.850647,117.2372,2368.45,7.769991,14.6369,22012.0,9.999343,363787.0,12.804324,survey_1permil,2989.65,16181.404636856982,18.4758373397966
9,上海,2010,18319.6,9.815727,109.25,79584.18,42.1,89.3,23019148.0,2329538.0,10.12,924.72,392.9,616.21,42.4885,5108.9,8.538739,,24976.11,10.125675,136.3355,2707.8,7.903892,14.7809,26165.0,10.172178,356378.0,12.783747,census,3302.89,18319.60359194963,18.02926566299405
9,上海,2011,20406.1,9.923589,109.25,101745612.29,41.3,89.3,20056.0,1579.0,7.873,,497.3,660.73,,4962.07,8.509578,,28260.39,10.249216,138.4899,3172.72,8.062345,15.5479,32142.0,10.377919,377379.0,12.841005,survey_1permil,3914.88,20406.09684230527,19.18485455721153
9,上海,2012,21774.9,9.988513,107.85,109630953.58,38.92,89.3,19862.0,1790.0,9.0122,,555.7,711.95,,5117.62,8.540445,,27559.55,10.224104,126.5657,3426.79,8.139379,15.7373,37139.0,10.522423,426612.0,12.96363,survey_1permil,4184.02,21774.895442782694,19.214879864724203
9,上海,2013,23809.4,10.077836,107.6,119453140.68,37.2,89.6,19932.0,2121.0,10.6412,,618.8,781.38,,5647.79,8.63902,,27328.62,10.21569,114.7808,3797.16,8.242009,15.9482,39157.0,10.575334,399928.0,12.89904,survey_1permil,4528.61,23809.406198364144,19.02025595376311
9,上海,2014,25964.5,10.164485,107.35,129699285.68,34.7,89.3,20019.0,1938.0,9.6808,,648.9,924.4,,6016.4,8.702244,,28650.01,10.262909,110.343,4219.05,8.347365,16.2493,39133.0,10.574721,411689.0,12.928023,survey_1permil,4923.44,25964.48703329804,18.962207856007154
9,上海,2015,27821.6,10.233568,107.0,7439805.75,31.81,88.53,373956.0,47936.0,12.8186,,637.2,1083.66,,6352.7,8.756635,,,,,4858.16,8.488415,17.4618,46976.0,10.757392,422972.0,12.955061,survey_1pct,6191.56,27821.60065646385,22.25450676419476
9,上海,2016,30963.9,10.340577,106.94,153377749.16,29.83,89.0,20188.0,2617.0,12.9631,,627.8,1194.21,,6755.88,8.818169,,28662.31,10.263338,92.5669,5625.9,8.635136,18.1692,54339.0,10.902997,435158.0,12.983464,survey_1permil,6918.94,30963.891058788595,22.345189068336328
9,上海,2017,34378.3,10.445181,106.9,173400080.7,30.46,89.1,19826.0,2827.0,14.2591,,632.3,1344.31,,7246.6,8.888288,,32242.9,10.381053,93.7885,5865.51,8.676845,17.0617,54630.0,10.908338,449390.0,13.015646,survey_1permil,7547.62,34378.30583189517,21.954601360831287
9,上海,2018,37769.1,10.539247,106.9,190014086.63,29.78,89.13,19877.0,2972.0,14.952,,640.7,1470.84,,,,2.8,34012.09,10.434471,90.0527,6285.04,8.745927,16.6407,62755.0,11.046994,,,survey_1permil,8351.54,37769.11559911986,22.112087793219647
9,上海,2019,40241.2,10.602647,106.6,214219856.27,27.0,89.22,18785.0,3055.0,16.263,,716.1,1556.42,,,,5.9,34054.05,10.435704,84.6248,6216.29,8.734929,15.4476,71398.0,11.176025,,,survey_1permil,8179.28,40241.2150742541,20.3256287985027
9,上海,2020,41603.9,10.635949,106.0,167279.46,26.6,89.3,24870895.0,4048982.0,16.28,1374.0,645.6,,46.9869,,,1.8,34872.7,10.45946,83.8207,5841.88,8.672808,14.0417,81042.0,11.302723,,,census,8102.11,41603.892018080456,19.474403972779612
9,上海,2021,47059.4,10.759166,101.7,178491940.07,26.49,89.3,26365.0,4600.0,17.4474,1365.0,683.1,,50.044,,,10.7,40610.4,10.611779,86.296,6606.74,8.795846,14.0392,92527.0,11.435256,,,survey_1permil,8430.86,47059.404116812155,17.915356469607406
9,上海,2022,48594.5,10.791266,108.1,191716968.48,25.7,89.33,25347.0,4732.0,18.6689,1347.0,672.3,,49.9109,,,-1.8,41810.8,10.64091,86.0402,6349.17,8.756079,13.0656,89448.0,11.401413,,,survey_1permil,9393.16,48594.51774864667,19.329670166881314
9,上海,2023,51404.5,10.847481,99.8,196297781.34,24.6,89.46,26187.0,5123.0,19.5631,1345.0,647.6,,48.1487,,,1.6,42135.3,10.648641,81.9681,7109.14,8.869137,13.8298,97066.0,11.483146,,,survey_1permil,9638.51,51404.500192806445,18.750323344937055
9,上海,2024,53759.5,10.892276,105.0,210656347.96,21.6,89.85,25520.0,5169.0,20.2547,1330.0,676.7,,50.8797,,,1.9,42706.73,10.662112,79.4403,7082.67,8.865406,13.1747,100217.0,11.515093,,,survey_1permil,9874.84,53759.51749557293,18.36854283674177
10,江苏,2005,,,114.5,,56.6,50.5,989454.0,107525.0,10.8671,3877.73,,1118.37,,8165.38,9.007659,,18670.75,9.834713,,1322.68,7.187415,,6582.0,8.792094,994976.0,13.810474,survey_1pct,1673.4,,
10,江苏,2006,21525.1,9.976975,114.7,30982957.65,56.6,51.9,69474.0,7683.0,11.0588,4564.76,,1219.22,,10069.22,9.217239,,33064.59,10.406218,153.6095,1656.68,7.412571,7.6965,10214.0,9.231515,997427.0,13.812934,survey_1permil,2013.25,21525.100537139853,9.353034131135866
10,江苏,2007,26373.8,10.180126,114.9,37946275.7,55.6,53.2,69503.0,7751.0,11.152,4193.17,,1373.58,,12268.06,9.414754,,26573.83,10.187682,100.7584,1894.77,7.546853,7.1843,16578.0,9.715832,998178.0,13.813687,survey_1permil,2553.72,26373.79018596831,9.682794858050624
10,江苏,2008,31445.7,10.356018,113.6,45462786.26,55.0,54.3,69168.0,8118.0,11.7366,4384.07,707.6,1631.85,16.1403,15300.55,9.635644,,27243.68,10.212577,86.6372,2278.71,7.731365,7.2465,22601.0,10.025749,1050990.0,13.865243,survey_1permil,3247.49,31445.714848014566,10.327289475516697
10,江苏,2009,35074.6,10.465233,112.35,51300405.14,53.9,55.6,68371.0,8225.0,12.03,4536.13,721.3,1776.52,15.9012,18949.87,9.849552,,23139.31,10.049288,65.9717,2654.75,7.884106,7.5689,31779.0,10.366561,1038973.0,13.853743,survey_1permil,4017.36,35074.61751023955,11.453752842285985
10,江苏,2010,42175.2,10.649588,112.55,53617.15,52.5,60.58,78659903.0,8566063.0,10.89,4731.73,763.8,2004.36,16.1421,23184.28,10.05123,,31532.26,10.358766,74.7649,3312.61,8.105492,7.8544,50298.0,10.825721,998877.0,13.814387,census,4914.06,42175.2147803543,11.651535209938105
10,江苏,2011,49689.5,10.813549,111.85,73630436.39,51.3,62.01,67485.0,7300.0,10.8172,,811.3,2125.15,,26692.62,10.192142,,34850.45,10.458821,70.1364,4124.62,8.324729,8.3008,84678.0,11.346611,1042342.0,13.856981,survey_1permil,6221.72,49689.50386788341,12.521195656415843
