province_id,province,year,gdp,ln_gdp,gdp_idx,gdp_per_cap,sec_ind_share,urban_rate,pop_thous,pop65_thous,aging_rate,emp_total_10k,emp_urban_unit_10k,emp_private_10k,pub_emp_share,fai_bn,ln_fai_bn,fai_growth_pct,trade_bn_cny,ln_trade_bn_cny,trade_openness,tax_rev_bn,ln_tax_rev_bn,macro_tax_burden,patent_apps,ln_patent_apps,pub_tech_staff,ln_pub_tech_staff
6,辽宁,2022,29739.7,10.300238,105.8,69178.18,40.6,73.0,42990.0,8605.0,20.0163,2122.0,443.7,,20.9095,,,-5.0,7900.9,8.974732,26.5668,1664.39,7.417214,5.5965,23080.0,10.046722,,
6,辽宁,2023,31389.8,10.354238,102.1,71283.75,38.8,73.51,44035.0,9273.0,21.0582,2091.0,424.5,,20.3013,,,6.1,7667.3,8.94472,24.4261,1871.05,7.534255,5.9607,25496.0,10.146277,,
6,辽宁,2024,32540.8,10.39025,105.2,76095.69,35.3,74.18,42763.0,9366.0,21.9021,2074.0,436.5,,21.0463,,,-0.5,7640.38,8.941203,23.4794,1838.69,7.516809,5.6504,27554.0,10.223903,,
7,吉林,2005,,,112.1,,43.6,52.52,,,,1099.41,,176.93,,1741.09,7.462267,,534.7314931827001,6.281765,,207.15,5.333443,,1290.0,7.162397,559747.0,13.23524
7,吉林,2006,3271.5,8.093004,113.55,12960.03,44.8,52.97,25243.0,2084.0,8.2558,1250.5,,166.36,,2594.34,7.861087,,1067.8795206802,6.97343,32.6419,245.2,5.502074,7.495,1335.0,7.196687,549781.0,13.217275
7,吉林,2007,4134.7,8.32717,115.55,16494.59,46.8,53.16,25067.0,2208.0,8.8084,1096.19,,177.11,,3651.36,8.202855,,783.05999604,6.663209,18.9387,237.39,5.469704,5.7414,1635.0,7.399398,558105.0,13.232302
7,吉林,2008,4905.4,8.498092,116.05,19808.59,47.7,53.21,24764.0,2260.0,9.1262,1143.51,262.0,215.96,22.9119,5038.92,8.524947,,925.9294133750001,6.830798,18.8757,311.07,5.740018,6.3414,1895.0,7.546974,561051.0,13.237567
7,吉林,2009,5515.3,8.615281,114.8,22651.03,48.7,53.32,24349.0,2164.0,8.8874,1184.71,265.3,246.04,22.3937,6411.6,8.765864,,802.12382217,6.687263,14.5436,361.11,5.889183,6.5474,2166.0,7.680637,552889.0,13.222913
7,吉林,2010,6505.9,8.780465,113.7,,52.0,53.35,,,,1248.67,267.6,309.22,21.4308,7870.38,8.970862,,1140.33459549,7.039077,17.5277,439.31,6.085205,6.7525,2789.0,7.933438,533203.0,13.186657
7,吉林,2011,7857.7,8.969249,113.8,33451.26,53.1,53.4,23490.0,2044.0,8.7016,,277.9,363.72,,7441.71,8.914856,,1424.87134684,7.261837,18.1334,624.19,6.436455,7.9437,3334.0,8.111928,535262.0,13.190512
7,吉林,2012,8831.3,9.086058,112.9,38482.29,53.41,54.54,22949.0,1776.0,7.7389,,285.5,407.07,,9511.54,9.160261,,1550.5399431249998,7.346358,17.5573,760.57,6.634068,8.6122,3913.0,8.27206,514732.0,13.151402
7,吉林,2013,9608.6,9.170414,110.15,42315.59,52.8,55.74,22707.0,2193.0,9.6578,,338.4,473.14,,9979.26,9.208264,,1599.8110120200001,7.377641,16.6498,856.41,6.752749,8.913,4549.0,8.422663,508073.0,13.13838
7,吉林,2014,10077.0,9.218011,107.4,44362.76,52.8,56.81,22715.0,2310.0,10.1695,,334.4,512.4,,11339.6,9.336056,,1620.5191681200001,7.390502,16.0814,884.4,6.784909,8.7764,5288.0,8.573195,492204.0,13.106649
7,吉林,2015,10162.9,9.226499,106.5,,49.82,57.64,,,,,325.1,580.36,,12705.29,9.449774,,,,,867.12,6.765177,8.5322,6154.0,8.724858,479672.0,13.080858
7,吉林,2016,10603.5,9.268939,106.3,46212.68,47.41,58.75,22945.0,2490.0,10.852,,322.1,615.15,,13923.2,9.541312,,1217.62,7.104653,11.4832,872.97,6.771901,8.2328,7537.0,8.92758,475490.0,13.072101
7,吉林,2017,11083.0,9.313168,106.9,49424.72,46.83,59.71,22424.0,2735.0,12.1968,,307.1,726.86,,13283.89,9.494307,,1254.98,7.134875,11.3235,854.03,6.749966,7.7058,7780.0,8.959312,463984.0,13.047605
7,吉林,2018,11437.4,9.344644,105.3,51582.56,42.53,60.85,22173.0,2743.0,12.3709,,279.3,768.11,,,,1.8,1363.1,7.217517,11.9179,891.75,6.793186,7.7968,10530.0,9.261984,,
7,吉林,2019,11949.4,9.388436,104.5,57067.67,35.2,61.63,20939.0,2783.0,13.291,,277.3,817.7,,,,-13.1,1302.77,7.172248,10.9024,797.98,6.682084,6.678,11269.0,9.329811,,
7,吉林,2020,12499.5,9.433444,103.0,,35.1,62.64,,,,1261.0,257.8,,20.4441,,,9.5,1282.3,7.156411,10.2588,771.95,6.64892,6.1758,11113.0,9.315871,,
7,吉林,2021,13431.1,9.505328,102.4,53386.99,36.03,63.36,25158.0,4205.0,16.7144,1228.0,254.7,,20.741,,,1.7,1503.8,7.315751,11.1964,809.41,6.696306,6.0264,12680.0,9.447781,,
7,吉林,2022,13121.4,9.482,106.6,54570.18,35.4,63.72,24045.0,4269.0,17.7542,1185.0,242.3,,20.4473,,,-5.3,1559.4,7.352056,11.8844,570.63,6.346741,4.3488,15518.0,9.649756,,
7,吉林,2023,13942.7,9.542711,98.1,56610.91,33.9,64.73,24629.0,4594.0,18.6528,1170.0,233.9,,19.9915,,,-7.4,1678.8,7.425835,12.0407,699.57,6.550466,5.0175,17576.0,9.77429,,
7,吉林,2024,14305.0,9.568364,105.3,59991.61,31.9,65.78,23845.0,4629.0,19.4129,1161.0,240.6,,20.7235,,,-1.8,1764.21,7.475458,12.3328,682.13,6.52522,4.7685,21148.0,9.959301,,
8,黑龙江,2005,,,111.6,,53.9,53.1,,,,1625.84,,250.84,,1737.27,7.46007,,783.6194309724,6.663923,,318.21,5.762712,,1598.0,7.376508,652998.0,13.389329
8,黑龙江,2006,5386.1,8.591577,111.85,15170.4,54.4,53.5,35504.0,2864.0,8.0667,1784.1,,258.76,,2236.0,7.712444,,1349.9677581213,7.207836,25.0639,386.84,5.958011,7.1822,1911.0,7.555382,659834.0,13.399744
8,黑龙江,2007,6193.7,8.731288,112.05,17599.24,52.3,53.9,35193.0,3147.0,8.9421,1659.86,,279.7,,2833.5,7.949268,,1315.2329317200001,7.181769,21.235,334.97,5.814041,5.4082,2386.0,7.777374,678135.0,13.427102
8,黑龙江,2008,7215.1,8.883931,111.9,20799.99,52.5,55.4,34688.0,3163.0,9.1184,1670.16,475.1,312.67,28.4464,3655.97,8.204117,,1606.4428144429999,7.381778,22.265,420.21,6.040755,5.824,3047.0,8.021913,691278.0,13.446297
8,黑龙江,2009,7315.8,8.897792,111.6,21476.0,47.3,55.5,34065.0,2951.0,8.6629,1687.47,469.1,331.76,27.799,5028.83,8.522943,,1108.63803303,7.010888,15.154,444.31,6.096523,6.0733,3384.0,8.126814,688326.0,13.442018
8,黑龙江,2010,8434.7,9.040109,112.05,,50.2,55.66,,,,1743.39,460.0,393.94,26.3854,6812.56,8.826523,,1727.266018425,7.454295,20.4781,556.97,6.322511,6.6033,4070.0,8.311398,676844.0,13.425196
8,黑龙江,2011,10074.0,9.217713,112.5,30753.73,50.3,56.49,32757.0,2618.0,7.9922,,466.2,442.62,,7475.38,8.91937,,2488.1025329,7.819276,24.6983,741.85,6.609147,7.364,5063.0,8.529714,663207.0,13.404842
8,黑龙江,2012,11171.0,9.321076,111.15,34920.29,44.1,56.88,31990.0,2827.0,8.8371,,471.0,504.2,,9694.75,9.17934,,2372.887119375,7.771863,21.2415,837.8,6.730779,7.4998,7068.0,8.863333,637316.0,13.365021
8,黑龙江,2013,12017.0,9.394078,109.0,37967.2,41.1,58.04,31651.0,2830.0,8.9413,,467.8,531.33,,11453.08,9.346014,,2407.860049608,7.786494,20.0371,912.82,6.816539,7.5961,10338.0,9.243582,656112.0,13.394087
8,黑龙江,2014,12357.1,9.421986,106.8,39065.19,36.9,59.22,31632.0,2971.0,9.3924,,450.9,472.5,,9829.0,9.193092,,2389.60632804,7.778884,19.3379,977.4,6.884896,7.9096,13468.0,9.508072,654969.0,13.392343
8,黑龙江,2015,12023.2,9.394593,105.6,,31.81,60.47,,,,,433.5,303.37,,10182.95,9.22847,,,,,880.34,6.780308,7.322,14663.0,9.593083,640181.0,13.369506
8,黑龙江,2016,12280.9,9.4158,105.66,38529.52,28.6,61.09,31874.0,3805.0,11.9376,,424.9,362.52,,10648.35,9.27316,,1093.84,6.99745,8.9068,827.85,6.718832,6.741,13177.0,9.486228,621962.0,13.340634
8,黑龙江,2017,12659.5,9.446163,106.1,40509.1,25.53,61.9,31251.0,3793.0,12.1372,,413.0,402.98,,11291.98,9.331848,,1281.66,7.155911,10.1241,901.91,6.804515,7.1244,10607.0,9.269269,619733.0,13.337044
8,黑龙江,2018,13205.7,9.488404,106.36,42673.37,24.64,63.46,30946.0,3780.0,12.2148,,392.7,459.23,,,,-0.3,1749.51,7.467091,13.2481,980.8,6.888369,7.4271,12017.0,9.394078,,
8,黑龙江,2019,13962.5,9.54413,104.7,47854.47,26.6,64.62,29177.0,4020.0,13.778,,349.6,539.73,,,,4.1,1866.87,7.532019,13.3706,924.4,6.829145,6.6206,13125.0,9.482274,,
8,黑龙江,2020,14000.1,9.54682,104.2,,25.4,65.61,,,,1473.0,316.4,,21.48,,,1.3,1539.2,7.339018,10.9942,811.92,6.699402,5.7994,13163.0,9.485165,,
8,黑龙江,2021,15292.8,9.635137,101.0,46204.6,26.72,65.69,33098.0,5553.0,16.7774,1420.0,311.2,,21.9155,,,-1.5,1995.0,7.598399,13.0454,870.18,6.7687,5.6901,15018.0,9.617005,,
8,黑龙江,2022,16359.2,9.702546,106.1,51534.78,29.2,66.21,31744.0,5657.0,17.8207,1351.0,297.9,,22.0503,,,0.5,2651.5,7.882881,16.208,793.37,6.67629,4.8497,14770.0,9.600353,,
8,黑龙江,2023,16470.7,9.709338,102.7,51084.61,27.0,67.11,32242.0,6065.0,18.8109,1319.0,274.6,,20.8188,,,-12.6,2980.1,7.999712,18.0933,859.65,6.756525,5.2193,14726.0,9.59737,,
8,黑龙江,2024,16478.1,9.709788,102.9,52858.47,25.2,68.05,31174.0,6051.0,19.4104,1305.0,292.2,,22.3908,,,7.9,3122.05,8.046245,18.9467,871.83,6.770594,5.2908,16248.0,9.695725,,
9,上海,2005,,,111.1,,48.6,89.09,,,,855.86,,500.09,,3509.66,8.163274,,15264.146558554301,9.633262,,1417.4,7.256579,,10441.0,9.253496,333321.0,12.716861
9,上海,2006,10825.4,9.289651,111.55,65509.23,48.5,88.7,16525.0,2382.0,14.4145,1005.24,,507.97,,3900.04,8.268742,,26975.1729024351,10.202672,249.1841,1576.07,7.36269,14.559,12050.0,9.39682,331827.0,12.712369
9,上海,2007,13179.8,9.486441,113.15,78883.17,46.6,88.7,16708.0,2381.0,14.2507,876.58,,512.38,,4420.37,8.393979,,21508.20888312,9.97619,163.1907,1975.48,7.588567,14.9887,15212.0,9.62984,337699.0,12.72991
9,上海,2008,14877.1,9.607578,112.0,88270.44,45.5,88.6,16854.0,2198.0,13.0414,896.0,377.2,550.31,42.0982,4823.15,8.481183,,22367.063334810002,10.015345,150.3456,2223.43,7.706806,14.9453,17831.0,9.788694,360340.0,12.794803
9,上海,2009,16181.4,9.691618,108.95,96237.66,39.9,88.6,16814.0,2368.0,14.0835,929.24,385.4,589.07,41.4748,5043.75,8.525905,,18970.61676741,9.850647,117.2372,2368.45,7.769991,14.6369,22012.0,9.999343,363787.0,12.804324
9,上海,2010,18319.6,9.815727,109.25,,42.1,89.3,,,,924.72,392.9,616.21,42.4885,5108.9,8.538739,,24976.11438714,10.125675,136.3355,2707.8,7.903892,14.7809,26165.0,10.172178,356378.0,12.783747
9,上海,2011,20406.1,9.923589,109.25,101745.61,41.3,89.3,20056.0,1579.0,7.873,,497.3,660.73,,4962.07,8.509578,,28260.38994562,10.249216,138.4899,3172.72,8.062345,15.5479,32142.0,10.377919,377379.0,12.841005
9,上海,2012,21774.9,9.988513,107.85,109630.95,38.92,89.3,19862.0,1790.0,9.0122,,555.7,711.95,,5117.62,8.540445,,27559.551408124997,10.224104,126.5657,3426.79,8.139379,15.7373,37139.0,10.522423,426612.0,12.96363
9,上海,2013,23809.4,10.077836,107.6,119453.14,37.2,89.6,19932.0,2121.0,10.6412,,618.8,781.38,,5647.79,8.63902,,27328.623153312004,10.21569,114.7808,3797.16,8.242009,15.9482,39157.0,10.575334,399928.0,12.89904
9,上海,2014,25964.5,10.164485,107.35,129699.29,34.7,89.3,20019.0,1938.0,9.6808,,648.9,924.4,,6016.4,8.702244,,28650.009371520002,10.262909,110.343,4219.05,8.347365,16.2493,39133.0,10.574721,411689.0,12.928023
9,上海,2015,27821.6,10.233568,107.0,,31.81,88.53,,,,,637.2,1083.66,,6352.7,8.756635,,,,,4858.16,8.488415,17.4618,46976.0,10.757392,422972.0,12.955061
9,上海,2016,30963.9,10.340577,106.94,153377.75,29.83,89.0,20188.0,2617.0,12.9631,,627.8,1194.21,,6755.88,8.818169,,28662.31,10.263338,92.5669,5625.9,8.635136,18.1692,54339.0,10.902997,435158.0,12.983464
9,上海,2017,34378.3,10.445181,106.9,173400.08,30.46,89.1,19826.0,2827.0,14.2591,,632.3,1344.31,,7246.6,8.888288,,32242.9,10.381053,93.7885,5865.51,8.676845,17.0617,54630.0,10.908338,449390.0,13.015646
9,上海,2018,37769.1,10.539247,106.9,190014.09,29.78,89.13,19877.0,2972.0,14.952,,640.7,1470.84,,,,2.8,34012.09,10.434471,90.0527,6285.04,8.745927,16.6407,62755.0,11.046994,,
9,上海,2019,40241.2,10.602647,106.6,214219.86,27.0,89.22,18785.0,3055.0,16.263,,716.1,1556.42,,,,5.9,34054.05,10.435704,84.6248,6216.29,8.734929,15.4476,71398.0,11.176025,,
9,上海,2020,41603.9,10.635949,106.0,,26.6,89.3,,,,1374.0,645.6,,46.9869,,,1.8,34872.7,10.45946,83.8207,5841.88,8.672808,14.0417,81042.0,11.302723,,
9,上海,2021,47059.4,10.759166,101.7,178491.94,26.49,89.3,26365.0,4600.0,17.4474,1365.0,683.1,,50.044,,,10.7,40610.4,10.611779,86.296,6606.74,8.795846,14.0392,92527.0,11.435256,,
9,上海,2022,48594.5,10.791266,108.1,191716.97,25.7,89.33,25347.0,4732.0,18.6689,1347.0,672.3,,49.9109,,,-1.8,41810.8,10.64091,86.0402,6349.17,8.756079,13.0656,89448.0,11.401413,,
9,上海,2023,51404.5,10.847481,99.8,196297.78,24.6,89.46,26187.0,5123.0,19.5631,1345.0,647.6,,48.1487,,,1.6,42135.3,10.648641,81.9681,7109.14,8.869137,13.8298,97066.0,11.483146,,
9,上海,2024,53759.5,10.892276,105.0,210656.35,21.6,89.85,25520.0,5169.0,20.2547,1330.0,676.7,,50.8797,,,1.9,42706.73,10.662112,79.4403,7082.67,8.865406,13.1747,100217.0,11.515093,,
10,江苏,2005,,,114.5,,56.6,50.5,,,,3877.73,,1118.37,,8165.38,9.007659,,18670.7489275208,9.834713,,1322.68,7.187415,,6582.0,8.792094,994976.0,13.810474
10,江苏,2006,21525.1,9.976975,114.7,30982.96,56.6,51.9,69474.0,7683.0,11.0588,4564.76,,1219.22,,10069.22,9.217239,,33064.5882488854,10.406218,153.6095,1656.68,7.412571,7.6965,10214.0,9.231515,997427.0,13.812934
10,江苏,2007,26373.8,10.180126,114.9,37946.28,55.6,53.2,69503.0,7751.0,11.152,4193.17,,1373.58,,12268.06,9.414754,,26573.83460744,10.187682,100.7585,1894.77,7.546853,7.1843,16578.0,9.715832,998178.0,13.813687
10,江苏,2008,31445.7,10.356018,113.6,45462.79,55.0,54.3,69168.0,8118.0,11.7366,4384.07,707.6,1631.85,16.1403,15300.55,9.635644,,27243.677810430003,10.212577,86.6372,2278.71,7.731365,7.2465,22601.0,10.025749,1050990.0,13.865243
10,江苏,2009,35074.6,10.465233,112.35,51300.41,53.9,55.6,68371.0,8225.0,12.03,4536.13,721.3,1776.52,15.9012,18949.87,9.849552,,23139.30911193,10.049288,65.9717,2654.75,7.884106,7.5689,31779.0,10.366561,1038973.0,13.853743
10,江苏,2010,42175.2,10.649588,112.55,,52.5,60.58,,,,4731.73,763.8,2004.36,16.1421,23184.28,10.05123,,31532.260529504998,10.358766,74.7649,3312.61,8.105492,7.8544,50298.0,10.825721,998877.0,13.814387
10,江苏,2011,49689.5,10.813549,111.85,73630.44,51.3,62.01,67485.0,7300.0,10.8172,,811.3,2125.15,,26692.62,10.192142,,34850.450781672,10.458821,70.1364,4124.62,8.324729,8.3008,84678.0,11.346611,1042342.0,13.856981
10,江苏,2012,54658.4,10.908858,110.55,82711.74,50.17,63.01,66083.0,7597.0,11.4961,,830.9,2232.88,,30854.24,10.337029,,34590.068993124994,10.451322,63.2841,4782.59,8.472738,8.75,110091.0,11.609063,1042208.0,13.856852
10,江苏,2013,60505.2,11.010485,109.85,92337.7,49.2,64.39,65526.0,8030.0,12.2547,,1503.3,2543.03,,36373.32,10.501591,,34112.28618564,10.437413,56.3791,5419.49,8.597757,8.9571,141259.0,11.85835,1036985.0,13.851828
10,江苏,2014,66228.3,11.100863,109.15,100816.39,47.4,65.7,65692.0,7925.0,12.0639,,1602.4,2615.4,,41938.6,10.643962,,34617.93859824,10.452127,52.2706,6006.05,8.700523,9.0687,146660.0,11.895872,1050904.0,13.865161
10,江苏,2015,71876.0,11.182698,108.7,,45.7,67.49,,,,,1552.1,2791.07,,46246.87,10.741749,,,,,6610.12,8.796357,9.1966,154608.0,11.948648,1056940.0,13.870888
10,江苏,2016,78261.2,11.267807,108.53,116811.25,44.73,68.93,66998.0,9048.0,13.5049,,1497.3,3114.14,,49663.21,10.81302,,33614.32,10.422707,42.9514,6531.83,8.784442,8.3462,184632.0,12.12612,1059530.0,13.873336
10,江苏,2017,86512.9,11.368049,107.8,130881.85,45.02,70.18,66100.0,9210.0,13.9334,,1484.6,3394.07,,53277.03,10.883261,,39997.45,10.596571,46.2329,6484.33,8.777144,7.4952,187005.0,12.138891,1069078.0,13.882307
10,江苏,2018,93456.3,11.445249,107.15,141609.04,44.5,71.19,65996.0,9435.0,14.2963,,1472.6,3604.21,,,,-0.2,43793.49,10.68724,46.8599,7263.65,8.890638,7.7722,198801.0,12.20006,,
10,江苏,2019,99836.9,11.511293,106.7,159351.5,44.4,72.47,62652.0,9447.0,15.0785,,1332.3,3526.0,,,,6.9,43383.07,10.677825,43.4539,7339.59,8.901038,7.3516,172409.0,12.057625,,
10,江苏,2020,104566.6,11.557579,106.1,,43.1,73.44,,,,4893.0,1342.5,,27.4372,,,22.7,44503.6,10.703325,42.5601,7413.86,8.911107,7.0901,177995.0,12.089511,,
10,江苏,2021,119853.2,11.694023,103.7,133044.57,44.49,73.94,90085.0,15354.0,17.0439,4863.0,1314.0,,27.0204,,,6.2,52130.6,10.861507,43.4954,8171.3,9.008383,6.8178,188241.0,12.145478,,
10,江苏,2022,124564.2,11.732577,108.6,142811.19,45.5,74.42,87223.0,15586.0,17.8691,4805.0,1283.0,,26.7014,,,-5.7,54218.2,10.900772,43.5263,6803.22,8.825151,5.4616,194983.0,12.180668,,
10,江苏,2023,130924.3,11.782375,102.8,145834.41,44.4,75.04,89776.0,16569.0,18.4559,4840.0,1311.4,,27.095,,,-0.2,52495.4,10.868481,40.096,7976.99,8.984316,6.0928,191877.0,12.16461,,
10,江苏,2024,136696.9,11.825521,105.8,155769.29,43.2,75.53,87756.0,16478.0,18.7771,4793.0,1246.3,,26.0025,,,-4.0,56131.51,10.935453,41.0628,7642.03,8.941419,5.5905,229685.0,12.344464,,
11,浙江,2005,,,112.8,,53.4,56.02,,,,3202.88,,854.9,,6520.07,8.78264,,8797.038425976902,9.08217,,1066.6,6.972231,,6776.0,8.821142,667340.0,13.411055
11,浙江,2006,15516.4,9.649653,113.35,34084.75,54.0,56.5,45523.0,4569.0,10.0367,3172.38,,961.11,,7590.22,8.934616,,19368.5018538765,9.871403,124.826,1298.2,7.168734,8.3666,8333.0,9.027979,681522.0,13.432084
11,浙江,2007,18914.7,9.847695,114.3,41258.83,54.0,57.2,45844.0,4874.0,10.6317,3615.38,,1150.39,,8420.43,9.038416,,13447.47386272,9.506547,71.0954,1535.35,7.336514,8.1172,9532.0,9.16241,688800.0,13.442706
11,浙江,2008,21607.9,9.980814,112.4,47076.03,53.9,57.6,45900.0,4889.0,10.6514,3691.85,741.2,1154.1,20.0767,9323.0,9.14024,,14663.448682229999,9.593113,67.8615,1792.09,7.491138,8.2937,12063.0,9.397898,719551.0,13.486383
11,浙江,2009,23227.5,10.053092,109.5,51080.88,51.8,57.9,45472.0,5035.0,11.0727,3825.18,813.9,1227.98,21.2774,10742.32,9.281946,,12823.89525153,9.459066,55.21,1983.81,7.592775,8.5408,15646.0,9.657971,733099.0,13.505036
11,浙江,2010,27902.2,10.236461,110.4,,51.6,61.62,,,,3989.18,883.6,1339.07,22.1499,12376.04,9.423518,,17163.02853792,9.750513,61.5114,2464.96,7.809931,8.8343,18027.0,9.799626,722367.0,13.490289
11,浙江,2011,32353.1,10.384465,110.45,69317.18,51.2,62.29,46674.0,3999.0,8.5679,,995.7,1479.51,,14185.28,9.55996,,19982.09108582,9.902592,61.7625,2952.01,7.990242,9.1243,24745.0,10.116379,761857.0,13.543514
11,浙江,2012,34978.5,10.462489,108.5,76539.39,49.95,62.91,45700.0,3998.0,8.7484,,1070.1,1546.22,,17649.36,9.778455,,19720.335723750002,9.889406,56.3784,3227.77,8.079547,9.2279,33265.0,10.412261,786880.0,13.575831
11,浙江,2013,38023.3,10.545954,108.1,83796.06,49.1,63.94,45376.0,4174.0,9.1987,,1071.6,1760.64,,20782.11,9.941848,,20796.06607806,9.942519,54.693,3545.66,8.17348,9.325,42744.0,10.662984,814099.0,13.609837
11,浙江,2014,40744.1,10.615066,107.9,89634.15,47.7,64.96,45456.0,4374.0,9.6225,,1102.7,1970.8,,24262.8,10.0967,,21809.38299156,9.990096,53.5277,3853.96,8.256856,9.4589,52406.0,10.866776,839662.0,13.640755
11,浙江,2015,44222.0,10.696978,107.6,,45.96,66.32,,,,,1083.4,2417.6,,27323.32,10.215496,,,,,4168.22,8.335244,9.4257,67674.0,11.122457,858518.0,13.662963
11,浙江,2016,48095.8,10.78095,107.96,102700.78,44.86,67.72,46831.0,5449.0,11.6355,,1060.9,2565.71,,30276.07,10.318113,,22207.25,10.008174,46.173,4540.09,8.420702,9.4397,93254.0,11.443082,877759.0,13.685127
11,浙江,2017,53135.2,10.880595,107.55,114090.14,42.95,68.91,46573.0,5812.0,12.4793,,1054.5,2695.81,,31696.03,10.363947,,25605.05,10.150545,48.1885,4940.74,8.50527,9.2984,98975.0,11.502623,905545.0,13.716292
11,浙江,2018,59311.7,10.990562,107.76,126103.88,41.83,70.02,47034.0,6108.0,12.9864,,1013.5,2643.1,,,,1.7,28511.56,10.258065,48.0707,5586.63,8.628132,9.4191,143081.0,11.871166,,
11,浙江,2019,64632.0,11.076465,107.1,142298.55,42.6,71.58,45420.0,6374.0,14.0335,,987.3,2778.85,,,,7.4,30838.17,10.336508,47.7135,5898.75,8.682496,9.1267,112981.0,11.634975,,
11,浙江,2020,67164.5,11.1149,106.8,,40.9,72.17,,,,3857.0,1025.8,,26.5958,,,20.7,33848.5,10.42965,50.3964,6261.75,8.742215,9.323,129708.0,11.773041,,
11,浙江,2021,76765.3,11.248508,103.6,110815.61,42.42,72.66,69273.0,9815.0,14.1686,3897.0,1034.6,,26.5486,,,7.7,41429.1,10.631739,53.9685,7171.97,8.877936,9.3427,129821.0,11.773912,,
11,浙江,2022,80770.0,11.299361,108.5,119891.94,42.7,73.38,67369.0,10046.0,14.9119,3885.0,1041.4,,26.8057,,,-4.8,46827.9,10.754234,57.9768,6620.33,8.7979,8.1965,122807.0,11.718369,,
11,浙江,2023,85619.6,11.35767,103.1,122699.34,41.1,74.23,69780.0,10756.0,15.4142,3921.0,1064.8,,27.1563,,,-6.1,48997.6,10.799527,57.2271,7124.55,8.871302,8.3212,117996.0,11.678406,,
11,浙江,2024,90007.0,11.407643,105.75,131108.07,38.6,75.46,68651.0,10789.0,15.7157,3924.0,1112.1,,28.341,,,-5.9,52626.21,10.87097,58.469,6995.67,8.853047,7.7724,132051.0,11.790943,,
12,安徽,2005,,,111.6,,41.3,35.5,,,,3484.67,,432.57,,2525.11,7.83404,,747.0329477545,6.616109,,334.02,5.811201,,903.0,6.805723,714146.0,13.478843
12,安徽,2006,6602.6,8.795219,112.2,11607.95,43.1,37.1,56880.0,5807.0,10.2092,3741.0,,512.19,,3533.56,8.170061,,2395.1140887697,7.781186,36.2753,428.03,6.059193,6.4827,1274.0,7.149917,708707.0,13.471197
12,安徽,2007,8078.0,8.9969,113.35,14361.65,44.7,38.7,56247.0,5908.0,10.5037,3597.62,,485.26,,5087.53,8.534548,,1211.4910274400002,7.099607,14.9974,401.88,5.996154,4.975,1602.0,7.379008,711492.0,13.475119
12,安徽,2008,9691.2,9.178974,113.3,17462.25,46.6,40.5,55498.0,5963.0,10.7445,3594.59,343.7,444.27,9.5616,6746.96,8.816847,,1401.788427448,7.245504,14.4645,527.93,6.268964,5.4475,2729.0,7.911691,740121.0,13.514569
12,安徽,2009,11063.3,9.311389,112.8,20248.36,48.7,42.1,54638.0,5545.0,10.1486,3689.75,359.9,460.43,9.754,8990.73,9.103949,,1070.94546306,6.976297,9.6802,629.32,6.44464,5.6884,4465.0,8.404024,746743.0,13.523476
12,安徽,2010,13474.6,9.508562,113.75,,52.1,43.01,,,,3846.76,372.9,570.79,9.6939,11542.94,9.353829,,1643.18591754,7.404392,12.1947,866.55,6.76452,6.431,6396.0,8.763428,735751.0,13.508647
12,安徽,2011,16532.7,9.713096,114.05,32424.05,54.3,44.8,50989.0,5342.0,10.4768,,411.6,598.5,,12455.69,9.429933,,2022.20151606,7.611942,12.2315,1108.31,7.010592,6.7037,10982.0,9.304013,750273.0,13.528192
12,安徽,2012,18613.7,9.831653,112.8,37254.97,54.64,46.3,49963.0,5155.0,10.3176,,436.8,646.22,,15425.83,9.643799,,2479.8367768749995,7.815948,13.3226,1305.09,7.174027,7.0114,19391.0,9.872564,724184.0,13.492801
12,安徽,2013,20888.2,9.94694,111.25,41973.68,54.6,47.87,49765.0,5241.0,10.5315,,519.7,705.06,,18621.9,9.832094,,2819.080788108,7.944166,13.496,1520.22,7.32661,7.2779,34857.0,10.459009,748081.0,13.525267
12,安徽,2014,22880.7,10.038049,109.8,45578.18,53.1,49.31,50201.0,5231.0,10.4201,,521.7,816.4,,21875.6,9.993127,,3020.8631844,8.013298,13.2027,1692.52,7.433974,7.3972,49960.0,10.818978,757410.0,13.53766
12,安徽,2015,24142.7,10.091737,109.2,,49.75,50.97,,,,,513.8,919.34,,24385.97,10.101763,,,,,1799.89,7.495481,7.4552,68314.0,11.13187,754723.0,13.534106
12,安徽,2016,26801.2,10.196202,108.71,51485.32,48.43,52.62,52056.0,5969.0,11.4665,,517.1,1056.18,,27033.38,10.204828,,2936.06,7.984824,10.955,1857.53,7.527003,6.9308,95963.0,11.471718,751697.0,13.530089
12,安徽,2017,30141.8,10.313668,108.69,58348.76,47.52,54.29,51658.0,6713.0,12.9951,,516.2,1232.69,,29275.06,10.284491,,3657.21,8.204456,12.1333,1970.68,7.586134,6.538,93527.0,11.446005,752546.0,13.531217
12,安徽,2018,34377.3,10.445152,108.46,66350.07,46.13,55.65,51812.0,6840.0,13.2016,,592.3,1410.02,,,,13.2,4141.93,8.328917,12.0484,2180.74,7.68742,6.3435,108782.0,11.597101,,
